date,store,item,sales
2013-05-17,3,38,95
2013-05-18,3,38,80
2013-05-19,3,38,98
2013-05-20,3,38,59
2013-05-21,3,38,79
2013-05-22,3,38,86
2013-05-23,3,38,117
2013-05-24,3,38,102
2013-05-25,3,38,103
2013-05-26,3,38,85
2013-05-27,3,38,66
2013-05-28,3,38,86
2013-05-29,3,38,83
2013-05-30,3,38,92
2013-05-31,3,38,95
2013-06-01,3,38,103
2013-06-02,3,38,117
2013-06-03,3,38,69
2013-06-04,3,38,97
2013-06-05,3,38,85
2013-06-06,3,38,92
2013-06-07,3,38,97
2013-06-08,3,38,91
2013-06-09,3,38,127
2013-06-10,3,38,74
2013-06-11,3,38,94
2013-06-12,3,38,62
2013-06-13,3,38,109
2013-06-14,3,38,75
2013-06-15,3,38,108
2013-06-16,3,38,122
2013-06-17,3,38,65
2013-06-18,3,38,89
2013-06-19,3,38,83
2013-06-20,3,38,108
2013-06-21,3,38,109
2013-06-22,3,38,122
2013-06-23,3,38,111
2013-06-24,3,38,88
2013-06-25,3,38,76
2013-06-26,3,38,84
2013-06-27,3,38,93
2013-06-28,3,38,109
2013-06-29,3,38,122
2013-06-30,3,38,108
2013-07-01,3,38,80
2013-07-02,3,38,87
2013-07-03,3,38,93
2013-07-04,3,38,109
2013-07-05,3,38,91
2013-07-06,3,38,108
2013-07-07,3,38,126
2013-07-08,3,38,76
2013-07-09,3,38,86
2013-07-10,3,38,90
2013-07-11,3,38,110
2013-07-12,3,38,94
2013-07-13,3,38,102
2013-07-14,3,38,117
2013-07-15,3,38,82
2013-07-16,3,38,80
2013-07-17,3,38,89
2013-07-18,3,38,95
2013-07-19,3,38,103
2013-07-20,3,38,122
2013-07-21,3,38,94
2013-07-22,3,38,83
2013-07-23,3,38,94
2013-07-24,3,38,94
2013-07-25,3,38,103
2013-07-26,3,38,125
2013-07-27,3,38,95
2013-07-28,3,38,108
2013-07-29,3,38,83
2013-07-30,3,38,89
2013-07-31,3,38,79
2013-08-01,3,38,94
2013-08-02,3,38,92
2013-08-03,3,38,99
2013-08-04,3,38,95
2013-08-05,3,38,59
2013-08-06,3,38,71
2013-08-07,3,38,74
2013-08-08,3,38,89
2013-08-09,3,38,90
2013-08-10,3,38,90
2013-08-11,3,38,105
2013-08-12,3,38,61
2013-08-13,3,38,87
2013-08-14,3,38,78
2013-08-15,3,38,115
2013-08-16,3,38,110
2013-08-17,3,38,88
2013-08-18,3,38,91
2013-08-19,3,38,68
2013-08-20,3,38,64
2013-08-21,3,38,81
2013-08-22,3,38,91
2013-08-23,3,38,98
2013-08-24,3,38,97
2013-08-25,3,38,99
2013-08-26,3,38,64
2013-08-27,3,38,70
2013-08-28,3,38,78
2013-08-29,3,38,96
2013-08-30,3,38,96
2013-08-31,3,38,110
2013-09-01,3,38,91
2013-09-02,3,38,63
2013-09-03,3,38,70
2013-09-04,3,38,84
2013-09-05,3,38,101
2013-09-06,3,38,85
2013-09-07,3,38,98
2013-09-08,3,38,100
2013-09-09,3,38,65
2013-09-10,3,38,91
2013-09-11,3,38,83
2013-09-12,3,38,88
2013-09-13,3,38,64
2013-09-14,3,38,98
2013-09-15,3,38,96
2013-09-16,3,38,83
2013-09-17,3,38,71
2013-09-18,3,38,70
2013-09-19,3,38,87
2013-09-20,3,38,87
2013-09-21,3,38,86
2013-09-22,3,38,95
2013-09-23,3,38,66
2013-09-24,3,38,88
2013-09-25,3,38,81
2013-09-26,3,38,76
2013-09-27,3,38,87
2013-09-28,3,38,100
2013-09-29,3,38,104
2013-09-30,3,38,60
2013-10-01,3,38,72
2013-10-02,3,38,65
2013-10-03,3,38,83
2013-10-04,3,38,85
2013-10-05,3,38,71
2013-10-06,3,38,83
2013-10-07,3,38,62
2013-10-08,3,38,88
2013-10-09,3,38,67
2013-10-10,3,38,76
2013-10-11,3,38,72
2013-10-12,3,38,86
2013-10-13,3,38,76
2013-10-14,3,38,55
2013-10-15,3,38,69
2013-10-16,3,38,70
2013-10-17,3,38,72
2013-10-18,3,38,74
2013-10-19,3,38,89
2013-10-20,3,38,100
2013-10-21,3,38,67
2013-10-22,3,38,71
2013-10-23,3,38,72
2013-10-24,3,38,68
2013-10-25,3,38,87
2013-10-26,3,38,101
2013-10-27,3,38,86
2013-10-28,3,38,59
2013-10-29,3,38,71
2013-10-30,3,38,59
2013-10-31,3,38,54
2013-11-01,3,38,79
2013-11-02,3,38,99
2013-11-03,3,38,112
2013-11-04,3,38,68
2013-11-05,3,38,87
2013-11-06,3,38,69
2013-11-07,3,38,81
2013-11-08,3,38,73
2013-11-09,3,38,71
2013-11-10,3,38,93
2013-11-11,3,38,54
2013-11-12,3,38,82
2013-11-13,3,38,62
2013-11-14,3,38,88
2013-11-15,3,38,84
2013-11-16,3,38,93
2013-11-17,3,38,96
2013-11-18,3,38,66
2013-11-19,3,38,79
2013-11-20,3,38,66
2013-11-21,3,38,78
2013-11-22,3,38,85
2013-11-23,3,38,90
2013-11-24,3,38,90
2013-11-25,3,38,76
2013-11-26,3,38,74
2013-11-27,3,38,72
2013-11-28,3,38,66
2013-11-29,3,38,94
2013-11-30,3,38,76
2013-12-01,3,38,67
2013-12-02,3,38,47
2013-12-03,3,38,57
2013-12-04,3,38,54
2013-12-05,3,38,62
2013-12-06,3,38,52
2013-12-07,3,38,68
2013-12-08,3,38,72
2013-12-09,3,38,53
2013-12-10,3,38,59
2013-12-11,3,38,53
2013-12-12,3,38,61
2013-12-13,3,38,53
2013-12-14,3,38,59
2013-12-15,3,38,54
2013-12-16,3,38,48
2013-12-17,3,38,50
2013-12-18,3,38,65
2013-12-19,3,38,49
2013-12-20,3,38,61
2013-12-21,3,38,65
2013-12-22,3,38,60
2013-12-23,3,38,52
2013-12-24,3,38,53
2013-12-25,3,38,54
2013-12-26,3,38,46
2013-12-27,3,38,61
2013-12-28,3,38,69
2013-12-29,3,38,79
2013-12-30,3,38,56
2013-12-31,3,38,60
2014-01-01,3,38,46
2014-01-02,3,38,60
2014-01-03,3,38,51
2014-01-04,3,38,66
2014-01-05,3,38,71
2014-01-06,3,38,28
2014-01-07,3,38,50
2014-01-08,3,38,54
2014-01-09,3,38,55
2014-01-10,3,38,76
2014-01-11,3,38,71
2014-01-12,3,38,69
2014-01-13,3,38,35
2014-01-14,3,38,55
2014-01-15,3,38,44
2014-01-16,3,38,80
2014-01-17,3,38,44
2014-01-18,3,38,70
2014-01-19,3,38,80
2014-01-20,3,38,48
2014-01-21,3,38,63
2014-01-22,3,38,62
2014-01-23,3,38,56
2014-01-24,3,38,69
2014-01-25,3,38,62
2014-01-26,3,38,74
2014-01-27,3,38,38
2014-01-28,3,38,42
2014-01-29,3,38,57
2014-01-30,3,38,60
2014-01-31,3,38,74
2014-02-01,3,38,71
2014-02-02,3,38,63
2014-02-03,3,38,55
2014-02-04,3,38,55
2014-02-05,3,38,74
2014-02-06,3,38,69
2014-02-07,3,38,71
2014-02-08,3,38,87
2014-02-09,3,38,86
2014-02-10,3,38,53
2014-02-11,3,38,53
2014-02-12,3,38,53
2014-02-13,3,38,57
2014-02-14,3,38,78
2014-02-15,3,38,85
2014-02-16,3,38,82
2014-02-17,3,38,57
2014-02-18,3,38,51
2014-02-19,3,38,56
2014-02-20,3,38,68
2014-02-21,3,38,76
2014-02-22,3,38,68
2014-02-23,3,38,68
2014-02-24,3,38,48
2014-02-25,3,38,58
2014-02-26,3,38,59
2014-02-27,3,38,76
2014-02-28,3,38,58
2014-03-01,3,38,85
2014-03-02,3,38,88
2014-03-03,3,38,74
2014-03-04,3,38,83
2014-03-05,3,38,79
2014-03-06,3,38,69
2014-03-07,3,38,82
2014-03-08,3,38,86
2014-03-09,3,38,94
2014-03-10,3,38,47
2014-03-11,3,38,72
2014-03-12,3,38,84
2014-03-13,3,38,75
2014-03-14,3,38,92
2014-03-15,3,38,100
2014-03-16,3,38,84
2014-03-17,3,38,80
2014-03-18,3,38,64
2014-03-19,3,38,65
2014-03-20,3,38,69
2014-03-21,3,38,75
2014-03-22,3,38,76
2014-03-23,3,38,101
2014-03-24,3,38,63
2014-03-25,3,38,88
2014-03-26,3,38,71
2014-03-27,3,38,63
2014-03-28,3,38,86
2014-03-29,3,38,82
2014-03-30,3,38,96
2014-03-31,3,38,67
2014-04-01,3,38,85
2014-04-02,3,38,90
2014-04-03,3,38,107
2014-04-04,3,38,106
2014-04-05,3,38,103
2014-04-06,3,38,105
2014-04-07,3,38,73
2014-04-08,3,38,87
2014-04-09,3,38,106
2014-04-10,3,38,86
2014-04-11,3,38,103
2014-04-12,3,38,92
2014-04-13,3,38,116
2014-04-14,3,38,89
2014-04-15,3,38,90
2014-04-16,3,38,86
2014-04-17,3,38,103
2014-04-18,3,38,101
2014-04-19,3,38,101
2014-04-20,3,38,123
2014-04-21,3,38,62
2014-04-22,3,38,103
2014-04-23,3,38,79
2014-04-24,3,38,83
2014-04-25,3,38,102
2014-04-26,3,38,94
2014-04-27,3,38,109
2014-04-28,3,38,70
2014-04-29,3,38,80
2014-04-30,3,38,100
2014-05-01,3,38,90
2014-05-02,3,38,98
2014-05-03,3,38,118
2014-05-04,3,38,121
2014-05-05,3,38,72
2014-05-06,3,38,96
2014-05-07,3,38,98
2014-05-08,3,38,115
2014-05-09,3,38,93
2014-05-10,3,38,105
2014-05-11,3,38,122
2014-05-12,3,38,83
2014-05-13,3,38,81
2014-05-14,3,38,81
2014-05-15,3,38,88
2014-05-16,3,38,115
2014-05-17,3,38,125
2014-05-18,3,38,121
2014-05-19,3,38,78
2014-05-20,3,38,102
2014-05-21,3,38,81
2014-05-22,3,38,90
2014-05-23,3,38,130
2014-05-24,3,38,96
2014-05-25,3,38,119
2014-05-26,3,38,79
2014-05-27,3,38,98
2014-05-28,3,38,99
2014-05-29,3,38,105
2014-05-30,3,38,104
2014-05-31,3,38,113
2014-06-01,3,38,119
2014-06-02,3,38,86
2014-06-03,3,38,98
2014-06-04,3,38,95
2014-06-05,3,38,113
2014-06-06,3,38,117
2014-06-07,3,38,123
2014-06-08,3,38,123
2014-06-09,3,38,80
2014-06-10,3,38,120
2014-06-11,3,38,96
2014-06-12,3,38,104
2014-06-13,3,38,117
2014-06-14,3,38,131
2014-06-15,3,38,129
2014-06-16,3,38,82
2014-06-17,3,38,98
2014-06-18,3,38,77
2014-06-19,3,38,104
2014-06-20,3,38,122
2014-06-21,3,38,113
2014-06-22,3,38,122
2014-06-23,3,38,84
2014-06-24,3,38,103
2014-06-25,3,38,103
2014-06-26,3,38,97
2014-06-27,3,38,106
2014-06-28,3,38,116
2014-06-29,3,38,138
2014-06-30,3,38,69
2014-07-01,3,38,115
2014-07-02,3,38,101
2014-07-03,3,38,118
2014-07-04,3,38,93
2014-07-05,3,38,120
2014-07-06,3,38,142
2014-07-07,3,38,83
2014-07-08,3,38,108
2014-07-09,3,38,100
2014-07-10,3,38,125
2014-07-11,3,38,133
2014-07-12,3,38,137
2014-07-13,3,38,134
2014-07-14,3,38,94
2014-07-15,3,38,99
2014-07-16,3,38,99
2014-07-17,3,38,116
2014-07-18,3,38,120
2014-07-19,3,38,127
2014-07-20,3,38,149
2014-07-21,3,38,104
2014-07-22,3,38,93
2014-07-23,3,38,104
2014-07-24,3,38,107
2014-07-25,3,38,117
2014-07-26,3,38,116
2014-07-27,3,38,135
2014-07-28,3,38,91
2014-07-29,3,38,96
2014-07-30,3,38,91
2014-07-31,3,38,88
2014-08-01,3,38,90
2014-08-02,3,38,108
2014-08-03,3,38,130
2014-08-04,3,38,99
2014-08-05,3,38,95
2014-08-06,3,38,78
2014-08-07,3,38,113
2014-08-08,3,38,101
2014-08-09,3,38,110
2014-08-10,3,38,129
2014-08-11,3,38,87
2014-08-12,3,38,73
2014-08-13,3,38,98
2014-08-14,3,38,99
2014-08-15,3,38,108
2014-08-16,3,38,105
2014-08-17,3,38,128
2014-08-18,3,38,82
2014-08-19,3,38,102
2014-08-20,3,38,93
2014-08-21,3,38,96
2014-08-22,3,38,94
2014-08-23,3,38,91
2014-08-24,3,38,121
2014-08-25,3,38,84
2014-08-26,3,38,93
2014-08-27,3,38,90
2014-08-28,3,38,107
2014-08-29,3,38,118
2014-08-30,3,38,97
2014-08-31,3,38,141
2014-09-01,3,38,54
2014-09-02,3,38,88
2014-09-03,3,38,90
2014-09-04,3,38,84
2014-09-05,3,38,97
2014-09-06,3,38,106
2014-09-07,3,38,102
2014-09-08,3,38,87
2014-09-09,3,38,81
2014-09-10,3,38,78
2014-09-11,3,38,86
2014-09-12,3,38,104
2014-09-13,3,38,110
2014-09-14,3,38,119
2014-09-15,3,38,58
2014-09-16,3,38,77
2014-09-17,3,38,84
2014-09-18,3,38,90
2014-09-19,3,38,120
2014-09-20,3,38,127
2014-09-21,3,38,117
2014-09-22,3,38,75
2014-09-23,3,38,77
2014-09-24,3,38,88
2014-09-25,3,38,94
2014-09-26,3,38,116
2014-09-27,3,38,99
2014-09-28,3,38,114
2014-09-29,3,38,68
2014-09-30,3,38,77
2014-10-01,3,38,69
2014-10-02,3,38,98
2014-10-03,3,38,109
2014-10-04,3,38,103
2014-10-05,3,38,93
2014-10-06,3,38,56
2014-10-07,3,38,71
2014-10-08,3,38,82
2014-10-09,3,38,91
2014-10-10,3,38,81
2014-10-11,3,38,97
2014-10-12,3,38,91
2014-10-13,3,38,65
2014-10-14,3,38,73
2014-10-15,3,38,79
2014-10-16,3,38,103
2014-10-17,3,38,85
2014-10-18,3,38,119
2014-10-19,3,38,99
2014-10-20,3,38,59
2014-10-21,3,38,76
2014-10-22,3,38,74
2014-10-23,3,38,76
2014-10-24,3,38,92
2014-10-25,3,38,95
2014-10-26,3,38,106
2014-10-27,3,38,71
2014-10-28,3,38,63
2014-10-29,3,38,84
2014-10-30,3,38,94
2014-10-31,3,38,90
2014-11-01,3,38,122
2014-11-02,3,38,110
2014-11-03,3,38,66
2014-11-04,3,38,77
2014-11-05,3,38,92
2014-11-06,3,38,113
2014-11-07,3,38,109
2014-11-08,3,38,101
2014-11-09,3,38,113
2014-11-10,3,38,81
2014-11-11,3,38,92
2014-11-12,3,38,87
2014-11-13,3,38,81
2014-11-14,3,38,100
2014-11-15,3,38,126
2014-11-16,3,38,113
2014-11-17,3,38,54
2014-11-18,3,38,84
2014-11-19,3,38,95
2014-11-20,3,38,61
2014-11-21,3,38,97
2014-11-22,3,38,110
2014-11-23,3,38,110
2014-11-24,3,38,77
2014-11-25,3,38,93
2014-11-26,3,38,89
2014-11-27,3,38,106
2014-11-28,3,38,104
2014-11-29,3,38,104
2014-11-30,3,38,103
2014-12-01,3,38,51
2014-12-02,3,38,51
2014-12-03,3,38,51
2014-12-04,3,38,55
2014-12-05,3,38,61
2014-12-06,3,38,85
2014-12-07,3,38,71
2014-12-08,3,38,56
2014-12-09,3,38,56
2014-12-10,3,38,55
2014-12-11,3,38,82
2014-12-12,3,38,66
2014-12-13,3,38,79
2014-12-14,3,38,90
2014-12-15,3,38,45
2014-12-16,3,38,71
2014-12-17,3,38,75
2014-12-18,3,38,61
2014-12-19,3,38,73
2014-12-20,3,38,79
2014-12-21,3,38,67
2014-12-22,3,38,66
2014-12-23,3,38,60
2014-12-24,3,38,61
2014-12-25,3,38,60
2014-12-26,3,38,59
2014-12-27,3,38,93
2014-12-28,3,38,71
2014-12-29,3,38,62
2014-12-30,3,38,55
2014-12-31,3,38,56
2015-01-01,3,38,66
2015-01-02,3,38,77
2015-01-03,3,38,71
2015-01-04,3,38,80
2015-01-05,3,38,49
2015-01-06,3,38,61
2015-01-07,3,38,60
2015-01-08,3,38,54
2015-01-09,3,38,67
2015-01-10,3,38,73
2015-01-11,3,38,59
2015-01-12,3,38,44
2015-01-13,3,38,41
2015-01-14,3,38,52
2015-01-15,3,38,54
2015-01-16,3,38,59
2015-01-17,3,38,72
2015-01-18,3,38,78
2015-01-19,3,38,54
2015-01-20,3,38,44
2015-01-21,3,38,53
2015-01-22,3,38,61
2015-01-23,3,38,58
2015-01-24,3,38,67
2015-01-25,3,38,77
2015-01-26,3,38,51
2015-01-27,3,38,59
2015-01-28,3,38,49
2015-01-29,3,38,65
2015-01-30,3,38,75
2015-01-31,3,38,70
2015-02-01,3,38,87
2015-02-02,3,38,63
2015-02-03,3,38,57
2015-02-04,3,38,68
2015-02-05,3,38,92
2015-02-06,3,38,58
2015-02-07,3,38,78
2015-02-08,3,38,83
2015-02-09,3,38,51
2015-02-10,3,38,65
2015-02-11,3,38,83
2015-02-12,3,38,64
2015-02-13,3,38,74
2015-02-14,3,38,79
2015-02-15,3,38,77
2015-02-16,3,38,52
2015-02-17,3,38,59
2015-02-18,3,38,62
2015-02-19,3,38,76
2015-02-20,3,38,77
2015-02-21,3,38,78
2015-02-22,3,38,91
2015-02-23,3,38,59
2015-02-24,3,38,66
2015-02-25,3,38,67
2015-02-26,3,38,67
2015-02-27,3,38,83
2015-02-28,3,38,81
2015-03-01,3,38,103
2015-03-02,3,38,72
2015-03-03,3,38,67
2015-03-04,3,38,60
2015-03-05,3,38,88
2015-03-06,3,38,88
2015-03-07,3,38,116
2015-03-08,3,38,118
2015-03-09,3,38,70
2015-03-10,3,38,75
2015-03-11,3,38,81
2015-03-12,3,38,84
2015-03-13,3,38,86
2015-03-14,3,38,95
2015-03-15,3,38,85
2015-03-16,3,38,62
2015-03-17,3,38,66
2015-03-18,3,38,77
2015-03-19,3,38,73
2015-03-20,3,38,92
2015-03-21,3,38,103
2015-03-22,3,38,97
2015-03-23,3,38,62
2015-03-24,3,38,75
2015-03-25,3,38,70
2015-03-26,3,38,82
2015-03-27,3,38,90
2015-03-28,3,38,98
2015-03-29,3,38,96
2015-03-30,3,38,65
2015-03-31,3,38,73
2015-04-01,3,38,71
2015-04-02,3,38,117
2015-04-03,3,38,104
2015-04-04,3,38,98
2015-04-05,3,38,121
2015-04-06,3,38,78
2015-04-07,3,38,93
2015-04-08,3,38,89
2015-04-09,3,38,92
2015-04-10,3,38,106
2015-04-11,3,38,108
2015-04-12,3,38,130
2015-04-13,3,38,73
2015-04-14,3,38,89
2015-04-15,3,38,84
2015-04-16,3,38,98
2015-04-17,3,38,115
2015-04-18,3,38,113
2015-04-19,3,38,121
2015-04-20,3,38,68
2015-04-21,3,38,102
2015-04-22,3,38,60
2015-04-23,3,38,83
2015-04-24,3,38,114
2015-04-25,3,38,104
2015-04-26,3,38,114
2015-04-27,3,38,70
2015-04-28,3,38,96
2015-04-29,3,38,91
2015-04-30,3,38,92
2015-05-01,3,38,113
2015-05-02,3,38,129
2015-05-03,3,38,107
2015-05-04,3,38,82
2015-05-05,3,38,92
2015-05-06,3,38,99
2015-05-07,3,38,95
2015-05-08,3,38,97
2015-05-09,3,38,129
2015-05-10,3,38,114
2015-05-11,3,38,83
2015-05-12,3,38,86
2015-05-13,3,38,108
2015-05-14,3,38,88
2015-05-15,3,38,98
2015-05-16,3,38,99
2015-05-17,3,38,122
2015-05-18,3,38,90
2015-05-19,3,38,113
2015-05-20,3,38,84
2015-05-21,3,38,80
2015-05-22,3,38,104
2015-05-23,3,38,94
2015-05-24,3,38,130
2015-05-25,3,38,101
2015-05-26,3,38,90
2015-05-27,3,38,93
2015-05-28,3,38,102
2015-05-29,3,38,111
2015-05-30,3,38,105
2015-05-31,3,38,109
2015-06-01,3,38,87
2015-06-02,3,38,111
2015-06-03,3,38,109
2015-06-04,3,38,98
2015-06-05,3,38,131
2015-06-06,3,38,143
2015-06-07,3,38,118
2015-06-08,3,38,106
2015-06-09,3,38,99
2015-06-10,3,38,90
2015-06-11,3,38,126
2015-06-12,3,38,114
2015-06-13,3,38,139
2015-06-14,3,38,131
2015-06-15,3,38,84
2015-06-16,3,38,114
2015-06-17,3,38,100
2015-06-18,3,38,122
2015-06-19,3,38,132
2015-06-20,3,38,140
2015-06-21,3,38,134
2015-06-22,3,38,74
2015-06-23,3,38,105
2015-06-24,3,38,104
2015-06-25,3,38,104
2015-06-26,3,38,112
2015-06-27,3,38,125
2015-06-28,3,38,139
2015-06-29,3,38,100
2015-06-30,3,38,106
2015-07-01,3,38,114
2015-07-02,3,38,133
2015-07-03,3,38,107
2015-07-04,3,38,126
2015-07-05,3,38,158
2015-07-06,3,38,87
2015-07-07,3,38,101
2015-07-08,3,38,101
2015-07-09,3,38,113
2015-07-10,3,38,129
2015-07-11,3,38,133
2015-07-12,3,38,126
2015-07-13,3,38,105
2015-07-14,3,38,92
2015-07-15,3,38,121
2015-07-16,3,38,109
2015-07-17,3,38,143
2015-07-18,3,38,127
2015-07-19,3,38,147
2015-07-20,3,38,94
2015-07-21,3,38,121
2015-07-22,3,38,90
2015-07-23,3,38,120
2015-07-24,3,38,141
2015-07-25,3,38,134
2015-07-26,3,38,145
2015-07-27,3,38,90
2015-07-28,3,38,104
2015-07-29,3,38,103
2015-07-30,3,38,116
2015-07-31,3,38,133
2015-08-01,3,38,88
2015-08-02,3,38,131
2015-08-03,3,38,96
2015-08-04,3,38,111
2015-08-05,3,38,108
2015-08-06,3,38,110
2015-08-07,3,38,121
2015-08-08,3,38,109
2015-08-09,3,38,127
2015-08-10,3,38,82
2015-08-11,3,38,106
2015-08-12,3,38,95
2015-08-13,3,38,112
2015-08-14,3,38,97
2015-08-15,3,38,102
2015-08-16,3,38,128
2015-08-17,3,38,77
2015-08-18,3,38,86
2015-08-19,3,38,94
2015-08-20,3,38,108
2015-08-21,3,38,99
2015-08-22,3,38,111
2015-08-23,3,38,125
2015-08-24,3,38,74
2015-08-25,3,38,85
2015-08-26,3,38,96
2015-08-27,3,38,109
2015-08-28,3,38,109
2015-08-29,3,38,110
2015-08-30,3,38,129
2015-08-31,3,38,77
2015-09-01,3,38,98
2015-09-02,3,38,88
2015-09-03,3,38,115
2015-09-04,3,38,83
2015-09-05,3,38,89
2015-09-06,3,38,112
2015-09-07,3,38,67
2015-09-08,3,38,83
2015-09-09,3,38,80
2015-09-10,3,38,98
2015-09-11,3,38,87
2015-09-12,3,38,105
2015-09-13,3,38,111
2015-09-14,3,38,82
2015-09-15,3,38,82
2015-09-16,3,38,100
2015-09-17,3,38,97
2015-09-18,3,38,104
2015-09-19,3,38,107
2015-09-20,3,38,127
2015-09-21,3,38,77
2015-09-22,3,38,91
2015-09-23,3,38,73
2015-09-24,3,38,81
2015-09-25,3,38,115
2015-09-26,3,38,91
2015-09-27,3,38,118
2015-09-28,3,38,79
2015-09-29,3,38,96
2015-09-30,3,38,81
2015-10-01,3,38,79
2015-10-02,3,38,90
2015-10-03,3,38,111
2015-10-04,3,38,101
2015-10-05,3,38,65
2015-10-06,3,38,68
2015-10-07,3,38,86
2015-10-08,3,38,64
2015-10-09,3,38,88
2015-10-10,3,38,93
2015-10-11,3,38,104
2015-10-12,3,38,80
2015-10-13,3,38,85
2015-10-14,3,38,74
2015-10-15,3,38,97
2015-10-16,3,38,102
2015-10-17,3,38,104
2015-10-18,3,38,113
2015-10-19,3,38,66
2015-10-20,3,38,79
2015-10-21,3,38,81
2015-10-22,3,38,102
2015-10-23,3,38,111
2015-10-24,3,38,103
2015-10-25,3,38,106
2015-10-26,3,38,76
2015-10-27,3,38,103
2015-10-28,3,38,83
2015-10-29,3,38,77
2015-10-30,3,38,83
2015-10-31,3,38,108
2015-11-01,3,38,136
2015-11-02,3,38,73
2015-11-03,3,38,68
2015-11-04,3,38,85
2015-11-05,3,38,104
2015-11-06,3,38,94
2015-11-07,3,38,78
2015-11-08,3,38,115
2015-11-09,3,38,92
2015-11-10,3,38,92
2015-11-11,3,38,96
2015-11-12,3,38,86
2015-11-13,3,38,109
2015-11-14,3,38,101
2015-11-15,3,38,114
2015-11-16,3,38,70
2015-11-17,3,38,74
2015-11-18,3,38,89
2015-11-19,3,38,98
2015-11-20,3,38,93
2015-11-21,3,38,108
2015-11-22,3,38,110
2015-11-23,3,38,72
2015-11-24,3,38,100
2015-11-25,3,38,92
2015-11-26,3,38,92
2015-11-27,3,38,110
2015-11-28,3,38,122
2015-11-29,3,38,116
2015-11-30,3,38,84
2015-12-01,3,38,62
2015-12-02,3,38,68
2015-12-03,3,38,73
2015-12-04,3,38,81
2015-12-05,3,38,70
2015-12-06,3,38,70
2015-12-07,3,38,63
2015-12-08,3,38,53
2015-12-09,3,38,60
2015-12-10,3,38,61
2015-12-11,3,38,74
2015-12-12,3,38,80
2015-12-13,3,38,80
2015-12-14,3,38,53
2015-12-15,3,38,61
2015-12-16,3,38,64
2015-12-17,3,38,56
2015-12-18,3,38,69
2015-12-19,3,38,79
2015-12-20,3,38,91
2015-12-21,3,38,35
2015-12-22,3,38,73
2015-12-23,3,38,62
2015-12-24,3,38,75
2015-12-25,3,38,71
2015-12-26,3,38,74
2015-12-27,3,38,75
2015-12-28,3,38,61
2015-12-29,3,38,59
2015-12-30,3,38,65
2015-12-31,3,38,60
2016-01-01,3,38,76
2016-01-02,3,38,87
2016-01-03,3,38,72
2016-01-04,3,38,58
2016-01-05,3,38,70
2016-01-06,3,38,61
2016-01-07,3,38,68
2016-01-08,3,38,62
2016-01-09,3,38,77
2016-01-10,3,38,85
2016-01-11,3,38,66
2016-01-12,3,38,65
2016-01-13,3,38,65
2016-01-14,3,38,67
2016-01-15,3,38,61
2016-01-16,3,38,69
2016-01-17,3,38,73
2016-01-18,3,38,50
2016-01-19,3,38,62
2016-01-20,3,38,60
2016-01-21,3,38,64
2016-01-22,3,38,75
2016-01-23,3,38,89
2016-01-24,3,38,78
2016-01-25,3,38,56
2016-01-26,3,38,56
2016-01-27,3,38,56
2016-01-28,3,38,71
2016-01-29,3,38,83
2016-01-30,3,38,77
2016-01-31,3,38,75
2016-02-01,3,38,50
2016-02-02,3,38,73
2016-02-03,3,38,72
2016-02-04,3,38,67
2016-02-05,3,38,75
2016-02-06,3,38,79
2016-02-07,3,38,102
2016-02-08,3,38,69
2016-02-09,3,38,82
2016-02-10,3,38,55
2016-02-11,3,38,79
2016-02-12,3,38,77
2016-02-13,3,38,83
2016-02-14,3,38,74
2016-02-15,3,38,45
2016-02-16,3,38,72
2016-02-17,3,38,79
2016-02-18,3,38,67
2016-02-19,3,38,78
2016-02-20,3,38,94
2016-02-21,3,38,121
2016-02-22,3,38,61
2016-02-23,3,38,70
2016-02-24,3,38,70
2016-02-25,3,38,75
2016-02-26,3,38,71
2016-02-27,3,38,85
2016-02-28,3,38,84
2016-02-29,3,38,65
2016-03-01,3,38,80
2016-03-02,3,38,89
2016-03-03,3,38,96
2016-03-04,3,38,105
2016-03-05,3,38,102
2016-03-06,3,38,96
2016-03-07,3,38,73
2016-03-08,3,38,64
2016-03-09,3,38,79
2016-03-10,3,38,77
2016-03-11,3,38,97
2016-03-12,3,38,118
2016-03-13,3,38,94
2016-03-14,3,38,73
2016-03-15,3,38,95
2016-03-16,3,38,87
2016-03-17,3,38,98
2016-03-18,3,38,85
2016-03-19,3,38,105
2016-03-20,3,38,121
2016-03-21,3,38,65
2016-03-22,3,38,73
2016-03-23,3,38,76
2016-03-24,3,38,84
2016-03-25,3,38,96
2016-03-26,3,38,113
2016-03-27,3,38,107
2016-03-28,3,38,60
2016-03-29,3,38,91
2016-03-30,3,38,79
2016-03-31,3,38,99
2016-04-01,3,38,120
2016-04-02,3,38,92
2016-04-03,3,38,126
2016-04-04,3,38,113
2016-04-05,3,38,83
2016-04-06,3,38,96
2016-04-07,3,38,106
2016-04-08,3,38,110
2016-04-09,3,38,100
2016-04-10,3,38,136
2016-04-11,3,38,85
2016-04-12,3,38,96
2016-04-13,3,38,91
2016-04-14,3,38,114
2016-04-15,3,38,88
2016-04-16,3,38,124
2016-04-17,3,38,114
2016-04-18,3,38,61
2016-04-19,3,38,103
2016-04-20,3,38,86
2016-04-21,3,38,114
2016-04-22,3,38,114
2016-04-23,3,38,129
2016-04-24,3,38,108
2016-04-25,3,38,79
2016-04-26,3,38,97
